"idfriends";"user";"friend"
759181;6891;7561
759191;6891;6741
759201;6891;7351
759211;6891;7641
759221;6891;6461
759231;6891;7961
759241;6891;5431
759251;6891;7821
759261;6891;6801
759271;6891;6941
759281;6891;5991
759291;6891;6081
759301;6891;8031
759311;6891;6271
759321;6891;6771
759331;6891;7571
759341;6891;6981
759351;6891;5701
759361;6891;6791
759371;6891;6201
759381;6891;5921
759391;6891;6931
759401;6891;6951
759411;6891;5721
759421;6891;5931
759431;6891;6031
759441;6891;6321
759451;6891;6551
759461;6891;7521
759471;6891;8111
759481;6891;7621
759491;6891;7771
759501;6891;5561
759511;6891;8011
759521;6891;6731
759531;6891;6431
759541;6891;7921
759551;6891;7241
759561;6891;7861
759571;6891;6521
759581;6891;5911
759591;6891;6811
759601;6891;7841
759611;6891;6631
759621;6891;6531
759631;6891;6541
759641;6891;7121
759651;6891;5481
759661;6891;6961
759671;6891;5851
759681;6891;6851
759691;6891;7491
759701;6891;7361
759711;6891;7311
759721;6891;6681
759731;6891;5841
759741;6891;6091
759751;6891;5901
759761;6891;5681
759771;6891;7071
759781;6891;7471
759791;6891;6261
759801;6891;7681
759811;6891;6581
759821;6891;6401
759831;6891;7781
759841;6891;7661
759851;6891;6481
759861;6891;8071
759871;6891;6341
759881;6891;6041
759891;6891;7871
759901;6891;7951
759911;6891;5671
759921;6891;5951
759931;6891;5541
759941;6891;7181
759951;6891;6891
759961;6891;7811
759971;6891;7371
759981;6891;7911
759991;6891;5491
760001;6891;7411
760011;6891;6311
760021;6891;6331
760031;6891;6751
760041;6891;5551
760051;6891;7401
760061;6891;5771
760071;6891;7481
760081;6891;6881
760091;6891;6511
760101;6891;7171
760111;6891;7051
760121;6891;7981
760131;6891;6971
760141;6891;7321
760151;6891;7741
760161;6891;6651
760171;6891;7091
760181;6891;5731
760191;6891;8101
760201;6891;5711
760211;6891;5621
760221;6891;5611
760231;6891;7131
760241;6891;7671
760251;6891;5691
760261;6891;5961
760271;6891;5641
760281;6891;6371
760291;6891;6241
760301;6891;7501
760311;6891;6361
760321;6891;7971
760331;6891;5781
760341;6891;7001
760351;6891;7581
760361;6891;5601
760371;6891;6721
760381;6891;7461
760391;6891;6121
760401;6891;5831
760411;6891;6411
760421;6891;7391
760431;6891;7251
760441;6891;7211
760451;6891;8091
760461;6891;6501
760471;6891;5441
760481;6891;7231
760491;6891;7761
760501;6901;7751
760511;6901;6111
760521;6901;7681
760531;6901;6441
760541;6901;6651
760551;6901;7971
760561;6901;6071
760571;6901;6531
760581;6901;5731
760591;6901;6191
760601;6901;7861
760611;6901;5621
760621;6901;6571
760631;6901;6181
760641;6901;7341
760651;6901;6761
760661;6901;7371
760671;6901;5631
760681;6901;5521
760691;6901;7631
760701;6901;7951
760711;6901;7221
760721;6901;6701
760731;6901;7451
760741;6901;6691
760751;6901;7981
760761;6901;6231
760771;6901;7161
760781;6901;7891
760791;6901;7201
760801;6901;5421
760811;6901;5661
760821;6901;7641
760831;6901;7761
760841;6901;6551
760851;6901;7471
760861;6901;5991
760871;6901;5591
760881;6901;7311
760891;6901;6921
760901;6901;5821
760911;6901;7411
760921;6901;7381
760931;6901;7181
760941;6901;5701
760951;6901;8011
760961;6901;5881
760971;6901;7771
760981;6901;7281
760991;6901;7711
761001;6901;6001
761011;6901;6141
761021;6901;6961
761031;6901;7601
761041;6901;6951
761051;6901;7251
761061;6901;7901
761071;6901;6771
761081;6901;8091
761091;6901;6061
761101;6901;6351
761111;6901;7071
761121;6901;6241
761131;6901;7491
761141;6901;6211
761151;6901;5911
761161;6901;6451
761171;6901;7461
761181;6901;6821
761191;6901;6621
761201;6901;6611
761211;6901;8041
761221;6901;6541
761231;6901;6161
761241;6901;5431
761251;6901;5811
761261;6901;6311
761271;6901;6371
761281;6901;7831
761291;6901;7561
761301;6901;5451
761311;6901;5971
761321;6901;8051
761331;6901;6721
761341;6921;7681
761351;6921;6541
761361;6921;6861
761371;6921;7391
761381;6921;7221
761391;6921;5831
761401;6921;7591
761411;6921;6631
761421;6921;8111
761431;6921;5561
761441;6921;8001
761451;6921;7931
761461;6921;8051
761471;6921;5951
761481;6921;6811
761491;6921;6131
761501;6921;5971
761511;6921;6021
761521;6921;6001
761531;6921;5861
761541;6921;6511
761551;6921;7701
761561;6921;7791
761571;6921;7301
761581;6921;7751
761591;6921;7971
761601;6921;7371
761611;6921;5481
761621;6921;7271
761631;6921;7071
761641;6921;5911
761651;6921;7771
761661;6921;6231
761671;6921;5571
761681;6921;7991
761691;6921;7671
761701;6921;7871
761711;6921;7081
761721;6921;5651
761731;6921;6581
761741;6921;6121
761751;6921;6921
761761;6921;7511
761771;6921;5541
761781;6921;6201
761791;6921;7321
761801;6921;5811
761811;6921;5871
761821;6921;6181
761831;6921;6931
761841;6921;6761
761851;6921;6431
761861;6921;6831
761871;6921;5431
761881;6921;7471
761891;6921;7451
761901;6921;5741
761911;6921;5941
761921;6921;7741
761931;6921;6461
761941;6921;5611
761951;6921;6211
761961;6921;5931
761971;6921;6361
761981;6921;6441
761991;6921;7571
762001;6921;7731
762011;6921;6521
762021;6921;5621
762031;6921;7631
762041;6921;7341
762051;6931;5691
762061;6931;6551
762071;6931;7061
762081;6931;6561
762091;6931;5891
762101;6931;6081
762111;6931;6411
762121;6931;8101
762131;6931;6711
762141;6931;6141
762151;6931;6921
762161;6931;5451
762171;6931;5421
762181;6931;7911
762191;6931;6491
762201;6931;8071
762211;6931;6801
762221;6931;5981
762231;6931;7441
762241;6931;6661
762251;6931;6061
762261;6931;6201
762271;6931;7351
762281;6931;7311
762291;6931;7391
762301;6931;7471
762311;6931;6881
762321;6931;6191
762331;6931;5781
762341;6931;6701
762351;6931;8001
762361;6931;7101
762371;6931;6391
762381;6931;6381
762391;6931;7641
762401;6931;5621
762411;6931;7041
762421;6931;5461
762431;6931;7251
762441;6931;6471
762451;6931;7601
762461;6931;6571
762471;6931;7461
762481;6931;6031
762491;6931;7791
762501;6931;5561
762511;6931;7591
762521;6931;6281
762531;6931;6051
762541;6931;7241
762551;6931;7861
762561;6931;7761
762571;6931;7571
762581;6931;6851
762591;6931;7111
762601;6931;6501
762611;6931;6781
762621;6931;6971
762631;6931;6601
762641;6931;7521
762651;6931;7751
762661;6931;6981
762671;6931;6681
762681;6931;5541
762691;6931;7271
762701;6931;5641
762711;6931;6951
762721;6931;6741
762731;6931;5961
762741;6931;6511
762751;6931;5671
762761;6931;6631
762771;6931;6011
762781;6931;6121
762791;6931;8051
762801;6931;6161
762811;6931;5501
762821;6931;7431
762831;6931;6931
762841;6931;7801
762851;6931;7821
762861;6931;6721
762871;6931;5851
762881;6931;6831
762891;6931;7481
762901;6931;7841
762911;6931;7811
762921;6931;7511
762931;6931;5661
762941;6931;7121
762951;6931;5711
762961;6931;6671
762971;6931;7181
762981;6931;5751
762991;6931;7301
763001;6931;6861
763011;6931;7401
763021;6931;6821
763031;6931;5571
763041;6931;6311
763051;6931;6361
763061;6931;7011
763071;6931;7211
763081;6931;5721
763091;6931;5761
763101;6931;5991
763111;6931;7851
763121;6931;7031
763131;6931;6541
763141;6931;7321
763151;6931;6611
763161;6931;7981
763171;6931;7371
763181;6931;6811
763191;6931;6761
763201;6931;7341
763211;6931;5791
763221;6931;7671
763231;6931;7381
763241;6931;5531
763251;6931;6651
763261;6931;8021
763271;6931;6461
763281;6931;6401
763291;6931;6251
763301;6931;6641
763311;6931;6041
763321;6931;7541
763331;6931;7551
763341;6931;6891
763351;6931;7411
763361;6931;7941
763371;6931;6451
763381;6931;6521
763391;6931;5581
763401;6931;6241
763411;6931;5911
763421;6941;5561
763431;6941;7461
763441;6941;7081
763451;6941;7521
763461;6941;7221
763471;6941;5661
763481;6941;8071
763491;6941;5971
763501;6941;5531
763511;6941;6631
763521;6941;6251
763531;6941;6911
763541;6941;7571
763551;6941;6651
763561;6941;7841
763571;6941;5481
763581;6941;7241
763591;6941;6871
763601;6941;5941
763611;6941;6791
763621;6941;5851
763631;6941;6481
763641;6941;6341
763651;6941;7591
763661;6941;6971
763671;6941;7991
763681;6941;7531
763691;6941;6301
763701;6941;6321
763711;6941;7691
763721;6941;7801
763731;6941;5801
763741;6941;6781
763751;6941;6291
763761;6941;6551
763771;6941;6051
763781;6941;7301
763791;6941;6841
763801;6941;7931
763811;6941;7821
763821;6941;7041
763831;6941;8011
763841;6941;7171
763851;6941;6771
763861;6941;7541
763871;6941;6221
763881;6941;6381
763891;6941;7711
763901;6941;7021
763911;6941;6471
763921;6941;5911
763931;6941;6671
763941;6941;6761
763951;6941;8041
763961;6941;6111
763971;6941;5421
763981;6941;5681
763991;6941;6961
764001;6941;6511
764011;6941;7151
764021;6941;5541
764031;6941;5961
764041;6941;6851
764051;6941;5521
764061;6941;7441
764071;6941;6001
764081;6941;6461
764091;6941;7601
764101;6941;6431
764111;6941;6231
764121;6941;6641
764131;6941;7771
764141;6941;7351
764151;6941;6711
764161;6941;6121
764171;6941;7971
764181;6941;7031
764191;6941;6561
764201;6941;7611
764211;6951;5601
764221;6951;8061
764231;6951;5881
764241;6951;6191
764251;6951;7641
764261;6951;6381
764271;6951;7551
764281;6951;7431
764291;6951;8001
764301;6951;7761
764311;6951;5451
764321;6951;6351
764331;6951;6741
764341;6951;7921
764351;6951;8071
764361;6951;6811
764371;6951;6921
764381;6951;6181
764391;6951;7521
764401;6951;7151
764411;6951;6401
764421;6951;6951
764431;6951;6541
764441;6951;5971
764451;6951;5761
764461;6951;7631
764471;6951;7311
764481;6951;5941
764491;6951;7691
764501;6951;6981
764511;6951;5571
764521;6951;6241
764531;6951;7061
764541;6951;7741
764551;6951;6941
764561;6951;7451
764571;6951;7861
764581;6951;6111
764591;6951;7021
764601;6951;8021
764611;6951;7121
764621;6951;6821
764631;6951;6291
764641;6951;5831
764651;6951;7791
764661;6951;7221
764671;6951;5771
764681;6951;7101
764691;6951;8051
764701;6951;6641
764711;6951;5931
764721;6951;5641
764731;6951;5731
764741;6951;6481
764751;6951;5441
764761;6951;7721
764771;6951;7071
764781;6951;6121
764791;6951;5841
764801;6951;6571
764811;6951;5421
764821;6951;5711
764831;6951;7881
764841;6951;6141
764851;6951;6511
764861;6951;7991
764871;6951;5681
764881;6951;8111
764891;6951;5801
764901;6951;7291
764911;6951;7001
764921;6951;7491
764931;6951;5431
764941;6951;5661
764951;6951;7251
764961;6951;6801
764971;6951;7171
764981;6951;7981
764991;6951;5671
765001;6951;7701
765011;6951;7371
765021;6951;7081
765031;6951;6931
765041;6951;5591
765051;6951;6721
765061;6951;6151
765071;6951;5911
765081;6951;7401
765091;6951;6371
765101;6951;7671
765111;6951;5581
765121;6951;6901
765131;6951;7441
765141;6951;5961
765151;6951;7011
765161;6951;5811
765171;6951;7801
765181;6951;7581
765191;6951;6221
765201;6951;7301
765211;6951;6071
765221;6951;5871
765231;6951;7771
765241;6951;7211
765251;6951;7391
765261;6951;7621
765271;6951;7051
765281;6951;8041
765291;6951;6281
765301;6951;7041
765311;6951;5691
765321;6951;7681
765331;6951;5861
765341;6951;5631
765351;6951;7381
765361;6951;5851
765371;6951;5991
765381;6951;5621
765391;6951;7611
765401;6951;6041
765411;6951;7341
765421;6951;6861
765431;6951;7821
765441;6951;7481
765451;6951;7711
765461;6951;5721
765471;6951;6301
765481;6951;6781
765491;6951;6461
765501;6951;7891
765511;6951;5531
765521;6951;7931
765531;6951;7321
765541;6951;6411
765551;6951;6021
765561;6961;5961
765571;6961;5421
765581;6961;7501
765591;6961;6671
765601;6961;7021
765611;6961;6191
765621;6961;7211
765631;6961;7481
765641;6961;7301
765651;6961;5991
765661;6961;6871
765671;6961;5481
765681;6961;7151
765691;6961;7361
765701;6961;6571
765711;6961;7191
765721;6961;7811
765731;6961;5651
765741;6961;5501
765751;6961;5691
765761;6961;6751
765771;6961;8061
765781;6961;6321
765791;6961;7851
765801;6961;6651
765811;6961;6601
765821;6961;5901
765831;6961;5551
765841;6961;5891
765851;6961;6261
765861;6961;7001
765871;6961;6921
765881;6961;6511
765891;6961;6911
765901;6961;7471
765911;6961;6181
765921;6961;6991
765931;6961;5431
765941;6961;5451
765951;6961;8101
765961;6961;6301
765971;6961;6111
765981;6961;6681
765991;6961;6981
766001;6961;7141
766011;6961;7221
766021;6961;7541
766031;6961;6901
766041;6961;6721
766051;6961;7611
766061;6961;5441
766071;6961;5911
766081;6961;5861
766091;6971;7151
766101;6971;7211
766111;6971;8111
766121;6971;8061
766131;6971;5711
766141;6971;5591
766151;6971;7191
766161;6971;6581
766171;6971;7941
766181;6971;7911
766191;6971;7891
766201;6971;7391
766211;6971;5651
766221;6971;7541
766231;6971;7931
766241;6971;7441
766251;6971;6161
766261;6971;5781
766271;6971;8101
766281;6971;6221
766291;6971;7551
766301;6971;6551
766311;6971;5641
766321;6971;6831
766331;6971;7071
766341;6971;7261
766351;6971;6921
766361;6971;6021
766371;6971;6711
766381;6971;6531
766391;6971;7771
766401;6971;7371
766411;6971;6421
766421;6971;7361
766431;6971;7951
766441;6971;6541
766451;6971;7651
766461;6971;5451
766471;6971;6091
766481;6971;5571
766491;6971;7411
766501;6971;7331
766511;6971;6371
766521;6971;6391
766531;6971;5671
766541;6971;5521
766551;6971;7251
766561;6971;6241
766571;6971;8071
766581;6971;7351
766591;6971;6031
766601;6971;5511
766611;6971;7811
766621;6971;7601
766631;6971;6301
766641;6971;7011
766651;6971;7991
766661;6971;6991
766671;6971;6641
766681;6971;6191
766691;6971;7281
766701;6971;5861
766711;6971;7621
766721;6971;6931
766731;6971;6431
766741;6971;6071
766751;6971;7451
766761;6971;6001
766771;6971;6101
766781;6971;7171
766791;6971;7741
766801;6971;6271
766811;6971;6171
766821;6971;7061
766831;6971;5981
766841;6971;5921
766851;6971;5621
766861;6971;6111
766871;6971;7791
766881;6971;6851
766891;6971;6051
766901;6971;5471
766911;6971;7591
766921;6971;6731
766931;6971;7041
766941;6971;8041
766951;6971;7561
766961;6971;7921
766971;6971;6061
766981;6971;7831
766991;6971;6511
767001;6971;6401
767011;6971;7341
767021;6971;6121
767031;6971;6941
767041;6971;8021
767051;6971;5771
767061;6971;7821
767071;6971;7631
767081;6971;5491
767091;6971;6231
767101;6971;7461
767111;6971;7291
767121;6971;5851
767131;6971;6201
767141;6971;5741
767151;6971;7881
767161;6971;5841
767171;6971;7431
767181;6971;5611
767191;6971;6691
767201;6971;7201
767211;6971;5831
767221;6971;6471
767231;6971;5931
767241;6971;6481
767251;6971;7901
767261;6971;5681
767271;6971;6131
767281;6971;5421
767291;6971;5801
767301;6971;7111
767311;6971;7021
767321;6971;7081
767331;6971;7671
767341;6971;6011
767351;6971;6351
767361;6971;7181
767371;6971;5551
767381;6971;6701
767391;6971;7221
767401;6971;7521
767411;6971;6911
767421;6971;6291
767431;6971;6861
767441;6971;5791
767451;6971;7491
767461;6981;7061
767471;6981;7651
767481;6981;7491
767491;6981;7791
767501;6981;5471
767511;6981;7131
767521;6981;5801
767531;6981;7191
767541;6981;7951
767551;6981;6081
767561;6981;7761
767571;6981;5981
767581;6981;6191
767591;6981;7591
767601;6981;7641
767611;6981;6231
767621;6981;8061
767631;6981;5971
767641;6981;5491
767651;6981;6331
767661;6981;7661
767671;6981;6741
767681;6981;7171
767691;6981;7711
767701;6981;6811
767711;6981;7251
767721;6981;7881
767731;6981;5591
767741;6981;6221
767751;6981;5691
767761;6981;6121
767771;6981;5771
767781;6981;7271
767791;6981;7051
767801;6981;5761
767811;6981;6381
767821;6981;6751
767831;6981;7121
767841;6981;7341
767851;6981;6771
767861;6981;8071
767871;6981;5481
767881;6981;7321
767891;6981;6461
767901;6981;6371
767911;6981;5571
767921;6981;7971
767931;6981;6691
767941;6981;6321
767951;6981;7731
767961;6981;6441
767971;6981;5931
767981;6981;7111
767991;6981;6141
768001;6981;8041
768011;6981;8081
768021;6981;6831
768031;6981;5851
768041;6981;7581
768051;6981;6851
768061;6981;5621
768071;6981;7861
768081;6981;6001
768091;6981;6921
768101;6981;6051
768111;6981;5681
768121;6981;7891
768131;6981;5991
768141;6981;7181
768151;6981;7231
768161;6981;5861
768171;6981;5951
768181;6981;7461
768191;6981;6651
768201;6991;7461
768211;6991;7811
768221;6991;7251
768231;6991;7541
768241;6991;5601
768251;6991;7411
768261;6991;7561
768271;6991;7371
768281;6991;6231
768291;6991;7191
768301;6991;6391
768311;6991;7221
768321;6991;7431
768331;6991;7331
768341;6991;6971
768351;6991;6981
768361;6991;5941
768371;6991;6311
768381;6991;5511
768391;6991;6871
768401;6991;6241
768411;6991;5451
768421;6991;7681
768431;6991;6061
768441;6991;6671
768451;6991;7501
768461;6991;7601
768471;6991;6451
768481;6991;7571
768491;6991;6541
768501;6991;5561
768511;6991;5891
768521;6991;8081
768531;6991;6291
768541;6991;7101
768551;6991;6821
768561;6991;6531
768571;6991;7291
768581;6991;7241
768591;6991;5691
768601;6991;7851
768611;6991;7841
768621;6991;6111
768631;6991;7881
768641;6991;7721
768651;6991;5671
768661;6991;7641
768671;6991;7131
768681;6991;5781
768691;6991;5911
768701;6991;7671
768711;6991;7471
768721;6991;5811
768731;6991;7781
768741;6991;6351
768751;6991;6501
768761;6991;6911
768771;6991;7391
768781;6991;6731
768791;6991;7061
768801;6991;6561
768811;6991;8071
768821;6991;6081
768831;6991;5501
768841;6991;7111
768851;6991;6471
768861;6991;6661
768871;6991;8041
768881;6991;7021
768891;6991;7311
768901;6991;5661
768911;6991;7821
768921;6991;6681
768931;6991;7941
768941;6991;7491
768951;6991;6801
768961;6991;6611
768971;6991;6941
768981;6991;5531
768991;6991;6961
769001;6991;6261
769011;6991;5471
769021;6991;5731
769031;6991;5431
769041;6991;7141
769051;6991;7201
769061;6991;7091
769071;6991;5631
769081;6991;5421
769091;6991;6551
769101;6991;5711
769111;6991;5741
769121;6991;5591
769131;6991;6591
769141;6991;5541
769151;6991;7891
769161;6991;5871
769171;6991;6521
769181;6991;5801
769191;6991;6901
769201;6991;5991
769211;6991;5971
769221;6991;6431
769231;6991;7861
769241;6991;6171
769251;6991;7901
769261;6991;7421
769271;6991;7751
769281;6991;7151
769291;6991;8061
769301;6991;5681
769311;6991;6401
769321;6991;5721
769331;6991;6891
769341;6991;7341
769351;6991;6811
769361;6991;7161
769371;6991;7831
769381;6991;7631
769391;6991;7171
769401;6991;5861
769411;6991;8031
769421;6991;6321
769431;6991;6141
769441;6991;6711
769451;6991;6131
769461;6991;6001
769471;6991;7361
769481;6991;7081
769491;6991;8011
769501;6991;7921
769511;6991;7281
769521;6991;6861
769531;6991;7381
769541;6991;7531
769551;6991;7211
769561;6991;5981
769571;6991;6011
769581;6991;6121
769591;6991;6151
769601;6991;6601
769611;6991;7961
769621;7001;6371
769631;7001;7581
769641;7001;6101
769651;7001;7701
769661;7001;6611
769671;7001;6651
769681;7001;6181
769691;7001;6461
769701;7001;6761
769711;7001;5861
769721;7001;5801
769731;7001;5461
769741;7001;7451
769751;7001;5551
769761;7001;5891
769771;7001;7711
769781;7001;5931
769791;7001;8081
769801;7001;7421
769811;7001;7431
769821;7001;7651
769831;7001;6311
769841;7001;6691
769851;7001;5811
769861;7001;6211
769871;7001;5641
769881;7001;7121
769891;7001;6361
769901;7001;6041
769911;7001;5971
769921;7001;6321
769931;7001;6541
769941;7001;6051
769951;7001;7941
769961;7001;6641
769971;7001;5771
769981;7001;8021
769991;7001;6291
770001;7001;6671
770011;7001;7861
770021;7001;5601
770031;7001;7411
770041;7001;7101
770051;7001;8091
770061;7001;7921
770071;7001;5731
770081;7001;5781
770091;7001;8061
770101;7001;7831
770111;7001;7771
770121;7001;7531
770131;7001;7261
770141;7001;6281
770151;7001;6441
770161;7001;7551
770171;7001;7901
770181;7001;7801
770191;7001;6471
770201;7001;7131
770211;7001;5791
770221;7001;5901
770231;7001;6241
770241;7001;6571
770251;7001;6521
770261;7001;7971
770271;7001;6681
770281;7001;8001
770291;7001;6741
770301;7001;7281
770311;7001;6141
770321;7001;8031
770331;7001;7191
770341;7001;7161
770351;7001;7881
770361;7001;5831
770371;7001;5591
770381;7001;7061
770391;7001;7321
770401;7001;5921
770411;7001;6121
770421;7001;5521
770431;7001;6811
770441;7001;7331
770451;7001;5681
770461;7001;7521
770471;7001;6451
770481;7001;5481
770491;7001;5651
770501;7001;7631
770511;7001;6301
770521;7001;6231
770531;7001;6031
770541;7001;5451
770551;7001;6711
770561;7001;7671
770571;7001;5961
770581;7001;5991
770591;7001;6531
770601;7001;7291
770611;7001;6601
770621;7001;5491
770631;7001;7961
770641;7001;7731
770651;7001;7141
770661;7001;5611
770671;7001;7251
770681;7001;7031
770691;7001;7051
770701;7001;6751
770711;7001;6901
770721;7001;6911
770731;7001;6411
770741;7001;7371
770751;7001;6161
770761;7001;7891
770771;7001;7271
770781;7001;6421
770791;7001;7351
770801;7001;7611
770811;7001;7401
770821;7001;6111
770831;7001;5621
770841;7001;6091
770851;7001;7951
770861;7001;7981
770871;7001;5751
770881;7001;6481
770891;7001;6511
770901;7001;6941
770911;7001;5511
770921;7001;6561
770931;7001;6551
770941;7001;7441
770951;7001;7081
770961;7001;7601
770971;7001;5501
770981;7001;5821
770991;7011;6041
771001;7011;6351
771011;7011;7861
771021;7011;6711
771031;7011;7521
771041;7011;5571
771051;7011;6991
771061;7011;5821
771071;7011;5421
771081;7011;6191
771091;7011;5661
771101;7011;7081
771111;7011;5561
771121;7011;6821
771131;7011;6151
771141;7021;7481
771151;7021;5521
771161;7021;5831
771171;7021;7491
771181;7021;7171
771191;7021;5641
771201;7021;6201
771211;7021;6241
771221;7021;6631
771231;7021;6111
771241;7021;5841
771251;7021;6751
771261;7021;6531
771271;7021;7131
771281;7021;7121
771291;7021;7641
771301;7021;6291
771311;7021;7271
771321;7021;5771
771331;7021;7351
771341;7021;6501
771351;7021;7221
771361;7021;7671
771371;7021;7831
771381;7021;6151
771391;7021;5481
771401;7021;6171
771411;7021;6251
771421;7021;7941
771431;7021;6401
771441;7021;5441
771451;7021;6651
771461;7021;7841
771471;7021;6691
771481;7021;5871
771491;7021;5551
771501;7021;6771
771511;7021;6851
771521;7021;5491
771531;7021;6821
771541;7021;7731
771551;7021;7811
771561;7021;6281
771571;7021;6081
771581;7021;7921
771591;7021;6431
771601;7021;6371
771611;7021;7521
771621;7021;7031
771631;7021;7681
771641;7021;7011
771651;7021;7201
771661;7021;7411
771671;7021;6211
771681;7021;6091
771691;7021;6961
771701;7021;7801
771711;7021;6451
771721;7021;6301
771731;7021;5891
771741;7021;6921
771751;7021;5741
771761;7021;7891
771771;7021;6551
771781;7021;6491
771791;7021;7311
771801;7021;7291
771811;7021;7281
771821;7021;7881
771831;7021;7091
771841;7021;7261
771851;7021;6861
771861;7021;6261
771871;7021;6131
771881;7021;5451
771891;7021;7861
771901;7021;6761
771911;7021;7931
771921;7021;7551
771931;7021;5671
771941;7021;6271
771951;7021;6161
771961;7021;6671
771971;7031;5991
771981;7031;7401
771991;7031;6711
772001;7031;6651
772011;7031;7241
772021;7031;6831
772031;7031;5641
772041;7031;6951
772051;7031;7191
772061;7031;6351
772071;7031;7571
772081;7031;7381
772091;7031;7971
772101;7031;7921
772111;7031;6641
772121;7031;7481
772131;7031;6741
772141;7031;5651
772151;7031;7581
772161;7031;7391
772171;7031;5851
772181;7031;7371
772191;7031;7141
772201;7031;6771
772211;7031;6011
772221;7031;6031
772231;7031;6391
772241;7031;7021
772251;7031;6331
772261;7031;7511
772271;7031;5981
772281;7031;6971
772291;7031;5881
772301;7031;5681
772311;7031;7201
772321;7031;7171
772331;7031;5771
772341;7031;5631
772351;7031;6671
772361;7031;6141
772371;7031;7611
772381;7031;7841
772391;7031;6991
772401;7031;5731
772411;7031;5861
772421;7031;5901
772431;7031;7801
772441;7031;6421
772451;7031;7811
772461;7031;5691
772471;7031;8021
772481;7031;7651
772491;7031;5811
772501;7031;6531
772511;7031;6101
772521;7031;6261
772531;7031;6841
772541;7031;7731
772551;7031;6731
772561;7031;6301
772571;7031;6481
772581;7031;7701
772591;7031;6061
772601;7031;7541
772611;7031;5561
772621;7031;5921
772631;7031;7501
772641;7031;7051
772651;7031;5821
772661;7031;5611
772671;7031;5671
772681;7031;5711
772691;7031;6791
772701;7031;5421
772711;7031;7531
772721;7031;5701
772731;7031;7111
772741;7031;6781
772751;7031;5801
772761;7031;7621
772771;7031;6591
772781;7031;7521
772791;7031;7061
772801;7031;6801
772811;7031;7691
772821;7031;6401
772831;7031;5621
772841;7031;7121
772851;7031;6111
772861;7031;7951
772871;7031;7601
772881;7031;6021
772891;7031;7421
772901;7031;7981
772911;7031;8031
772921;7031;6621
772931;7031;6861
772941;7031;6071
772951;7031;5591
772961;7031;6051
772971;7031;5911
772981;7031;7411
772991;7031;6171
773001;7031;5551
773011;7031;7341
773021;7031;5971
773031;7031;6691
773041;7031;7891
773051;7031;6601
773061;7031;6561
773071;7031;7821
773081;7031;6461
773091;7031;5841
773101;7031;8001
773111;7031;7001
773121;7031;6811
773131;7031;6931
773141;7031;6541
773151;7031;6701
773161;7031;5431
773171;7031;6681
773181;7031;7561
773191;7031;6221
773201;7031;7991
773211;7031;6291
773221;7031;7711
773231;7031;6271
773241;7031;6191
773251;7031;7861
773261;7031;6521
773271;7031;6901
773281;7051;6851
773291;7051;5851
773301;7051;6891
773311;7051;6221
773321;7051;6571
773331;7051;5591
773341;7051;7021
773351;7051;6531
773361;7051;7591
773371;7051;5511
773381;7051;5681
773391;7051;6671
773401;7051;6871
773411;7051;5461
773421;7051;5821
773431;7051;7111
773441;7051;7341
773451;7051;6761
773461;7051;7691
773471;7051;7331
773481;7051;6381
773491;7051;6681
773501;7051;7911
773511;7051;7361
773521;7051;5721
773531;7051;6011
773541;7051;6801
773551;7051;6351
773561;7051;7551
773571;7051;6631
773581;7051;7851
773591;7051;8101
773601;7051;7411
773611;7051;6081
773621;7051;7961
773631;7051;7671
773641;7051;5561
773651;7051;5861
773661;7051;7481
773671;7051;6841
773681;7051;7841
773691;7051;8001
773701;7051;5901
773711;7051;6821
773721;7051;7751
773731;7051;6711
773741;7051;8011
773751;7051;5831
773761;7051;6911
773771;7051;7561
773781;7051;6051
773791;7051;7271
773801;7051;6991
773811;7051;6021
773821;7051;5911
773831;7051;6471
773841;7051;5641
773851;7051;6751
773861;7051;7991
773871;7051;6241
773881;7051;6561
773891;7051;6601
773901;7051;6431
773911;7051;6341
773921;7051;7231
773931;7051;7241
773941;7051;7151
773951;7051;7881
773961;7051;5701
773971;7051;6691
773981;7051;6701
773991;7051;7821
774001;7051;7171
774011;7051;7121
774021;7051;5501
774031;7051;6791
774041;7051;8111
774051;7051;6481
774061;7051;5601
774071;7051;6951
774081;7051;6091
774091;7051;5621
774101;7051;8081
774111;7051;7981
774121;7051;5961
774131;7051;6311
774141;7051;7971
774151;7051;6451
774161;7061;6381
774171;7061;5951
774181;7061;6261
774191;7061;7151
774201;7061;6981
774211;7061;6361
774221;7061;6621
774231;7061;6211
774241;7061;7271
774251;7061;6801
774261;7061;7191
774271;7061;5801
774281;7061;6791
774291;7061;7701
774301;7061;7061
774311;7061;8041
774321;7061;7221
774331;7061;7051
774341;7061;7901
774351;7061;8001
774361;7061;7121
774371;7061;7471
774381;7061;5471
774391;7061;7571
774401;7061;7771
774411;7061;7391
774421;7061;6191
774431;7061;6781
774441;7071;6031
774451;7071;6281
774461;7071;5971
774471;7071;7841
774481;7071;5831
774491;7071;5931
774501;7071;6221
774511;7071;7871
774521;7071;6261
774531;7071;6201
774541;7071;7891
774551;7071;7821
774561;7071;6061
774571;7071;7061
774581;7071;6841
774591;7071;6741
774601;7071;8011
774611;7071;7571
774621;7071;6241
774631;7071;5431
774641;7071;7111
774651;7071;7951
774661;7071;7411
774671;7071;7341
774681;7071;7971
774691;7071;6441
774701;7071;6571
774711;7071;6831
